Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
string,integer,string,string,ra,dec,integer,float,float,float,float,float,string,float,integer,string,float,real,float,float,float,float,float,float,integer,float,float,float,float,float,float,float,float,float,string,string,datetime
Kepler-168 c,4757437,K00497.01,Kepler-168 c,19 38 50.442,+39 49 30.36,838,2.800,5.267,13.193,0.842,85.940,Pinsonneault,11.220,,Mandel and Agol (2002 ApJ 580 171),175.608,560.0,0.113,0.025,4.000e-4,0.500,1.120,1.040,6250,4.450,14.606,15.031,14.561,14.423,14.381,13.490,13.257,13.206,YES,2014-02-26,2013-12-19 00:00:00
Kepler-169 b,5689351,K00505.03,Kepler-169 b,19 03 59.971,+40 55 09.55,1487,3.350,2.147,3.251,0.887,81.360,Pinsonneault,5.800,,Mandel and Agol (2002 ApJ 580 171),133.689,225.0,0.042,0.016,5.400e-4,13.800,0.918,1.860,5058,3.860,14.194,14.929,14.123,13.878,13.760,12.729,12.283,12.186,YES,2014-02-26,2014-06-10 00:00:00
Kepler-169 c,5689351,K00505.02,Kepler-169 c,19 03 59.971,+40 55 09.55,1204,3.300,3.012,6.196,0.844,84.800,Pinsonneault,8.900,,Mandel and Agol (2002 ApJ 580 171),134.709,237.0,0.064,0.016,5.300e-4,13.800,0.918,1.860,5058,3.860,14.194,14.929,14.123,13.878,13.760,12.729,12.283,12.186,YES,2014-02-26,2014-06-10 00:00:00
Kepler-169 d,5689351,K00505.04,Kepler-169 d,19 03 59.971,+40 55 09.55,1091,3.760,2.847,8.348,0.895,85.370,Pinsonneault,10.900,,Mandel and Agol (2002 ApJ 580 171),136.841,278.0,0.078,0.018,6.200e-4,13.800,0.918,1.860,5058,3.860,14.194,14.929,14.123,13.878,13.760,12.729,12.283,12.186,YES,2014-02-26,2014-06-10 00:00:00
Kepler-169 e,5689351,K00505.01,Kepler-169 e,19 03 59.971,+40 55 09.55,923,6.040,3.180,13.767,0.921,86.520,Pinsonneault,15.200,,Mandel and Agol (2002 ApJ 580 171),174.810,671.0,0.109,0.030,7.200e-4,13.800,0.918,1.860,5058,3.860,14.194,14.929,14.123,13.878,13.760,12.729,12.283,12.186,YES,2014-02-26,2014-06-10 00:00:00
Kepler-169 f,5689351,K00505.05,Kepler-169 f,19 03 59.971,+40 55 09.55,498,7.320,6.974,87.091,0.880,88.810,Pinsonneault,52.000,,Mandel and Agol (2002 ApJ 580 171),187.317,1087.0,0.374,0.036,8.300e-4,13.800,0.918,1.860,5058,3.860,14.194,14.929,14.123,13.878,13.760,12.729,12.283,12.186,YES,2014-02-26,2014-06-10 00:00:00
Kepler-17 b,10619192,K00203.01,Kepler-17 b,19 53 34.863,+47 48 54.04,1621,14.820,2.275,1.486,0.018,89.950,SPC,5.670,,Mandel and Agol (2002 ApJ 580 171),132.793,20649.0,0.026,0.130,3.300e-4,1.030,1.119,1.048,5787,4.450,14.141,14.639,14.078,13.928,13.840,12.992,12.670,12.585,YES,2013-03-05,2013-12-19 00:00:00
Kepler-170 b,6266741,K00508.01,Kepler-170 b,18 58 05.083,+41 37 46.56,901,3.440,3.768,7.931,0.846,84.800,SPC,9.500,,Mandel and Agol (2002 ApJ 580 171),169.517,839.0,0.080,0.030,4.200e-4,1.800,1.089,1.035,5679,4.450,14.387,14.948,14.317,14.146,14.067,13.143,12.773,12.677,YES,2014-02-26,2013-12-19 00:00:00
Kepler-170 c,6266741,K00508.02,Kepler-170 c,18 58 05.083,+41 37 46.56,704,3.310,4.438,16.666,0.875,86.520,SPC,15.600,,Mandel and Agol (2002 ApJ 580 171),180.203,742.0,0.131,0.029,5.100e-4,1.800,1.089,1.035,5679,4.450,14.387,14.948,14.317,14.146,14.067,13.143,12.773,12.677,YES,2014-02-26,2013-12-19 00:00:00
Kepler-171 b,6381846,K00509.01,Kepler-171 b,19 47 05.259,+41 45 19.94,1012,2.270,2.769,4.167,0.080,89.380,Pinsonneault,11.800,,Mandel and Agol (2002 ApJ 580 171),169.719,752.0,0.050,0.025,8.700e-4,0.700,0.931,0.830,5632,4.570,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,YES,2014-02-26,2013-12-19 00:00:00
Kepler-171 c,6381846,K00509.02,Kepler-171 c,19 47 05.259,+41 45 19.94,727,2.800,2.665,11.464,0.750,88.240,Pinsonneault,23.000,,Mandel and Agol (2002 ApJ 580 171),137.382,938.0,0.097,0.031,0.001,0.700,0.931,0.830,5632,4.570,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,YES,2014-02-26,2013-12-19 00:00:00
Kepler-171 d,6381846,K00509.03,Kepler-171 d,19 47 05.259,+41 45 19.94,480,1.940,5.517,39.595,0.340,89.380,Pinsonneault,53.000,,Mandel and Agol (2002 ApJ 580 171),168.148,537.0,0.222,0.021,9.500e-4,0.700,0.931,0.830,5632,4.570,14.883,15.455,14.835,14.638,14.544,13.586,13.231,13.206,YES,2014-02-26,2013-12-19 00:00:00
Kepler-172 b,6422155,K00510.01,Kepler-172 b,18 53 28.418,+41 49 18.70,1236,2.300,2.700,2.940,0.747,82.510,Pinsonneault,5.900,,Mandel and Agol (2002 ApJ 580 171),169.902,487.0,0.038,0.022,6.000e-4,12.700,0.850,0.970,5540,4.390,14.532,15.093,14.445,14.292,14.155,13.170,12.883,12.793,YES,2014-02-26,2013-12-19 00:00:00
Kepler-172 c,6422155,K00510.02,Kepler-172 c,18 53 28.418,+41 49 18.70,952,2.500,3.315,6.389,0.777,85.370,Pinsonneault,9.800,,Mandel and Agol (2002 ApJ 580 171),175.475,540.0,0.064,0.023,6.600e-4,12.700,0.850,0.970,5540,4.390,14.532,15.093,14.445,14.292,14.155,13.170,12.883,12.793,YES,2014-02-26,2013-12-19 00:00:00
Kepler-172 d,6422155,K00510.03,Kepler-172 d,18 53 28.418,+41 49 18.70,723,2.300,3.705,14.627,0.851,87.090,Pinsonneault,17.100,,Mandel and Agol (2002 ApJ 580 171),136.237,437.0,0.111,0.022,8.100e-4,12.700,0.850,0.970,5540,4.390,14.532,15.093,14.445,14.292,14.155,13.170,12.883,12.793,YES,2014-02-26,2013-12-19 00:00:00
Kepler-172 e,6422155,K00510.04,Kepler-172 e,18 53 28.418,+41 49 18.70,540,3.000,3.936,35.118,0.925,88.240,Pinsonneault,30.600,,Mandel and Agol (2002 ApJ 580 171),152.121,619.0,0.199,0.028,0.001,12.700,0.850,0.970,5540,4.390,14.532,15.093,14.445,14.292,14.155,13.170,12.883,12.793,YES,2014-02-26,2013-12-19 00:00:00
Kepler-173 b,6451936,K00511.02,Kepler-173 b,19 38 35.208,+41 53 02.79,1232,1.580,2.221,4.264,0.710,85.940,Pinsonneault,10.700,,Mandel and Agol (2002 ApJ 580 171),133.718,186.0,0.052,0.013,7.300e-4,3.300,1.060,1.080,6117,4.390,14.209,14.658,14.188,14.017,13.953,13.081,12.763,12.668,YES,2014-02-26,2013-12-19 00:00:00
Kepler-173 c,6451936,K00511.01,Kepler-173 c,19 38 35.208,+41 53 02.79,993,2.800,3.133,8.006,0.600,87.660,Pinsonneault,16.200,,Mandel and Agol (2002 ApJ 580 171),170.503,614.0,0.080,0.024,0.001,3.300,1.060,1.080,6117,4.390,14.209,14.658,14.188,14.017,13.953,13.081,12.763,12.668,YES,2014-02-26,2013-12-19 00:00:00
Kepler-174 b,8017703,K00518.01,Kepler-174 b,19 09 45.403,+43 49 55.52,508,2.020,2.985,13.982,0.580,88.810,SPC,30.000,,Mandel and Agol (2002 ApJ 580 171),181.973,1039.0,0.096,0.030,0.003,0.000,0.602,0.610,4565,4.650,14.287,15.001,14.237,13.981,13.837,12.791,12.293,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-174 c,8017703,K00518.02,Kepler-174 c,19 09 45.403,+43 49 55.52,347,1.470,5.248,44.000,0.000,89.950,SPC,65.000,,Mandel and Agol (2002 ApJ 580 171),210.759,614.0,0.206,0.022,0.002,0.000,0.602,0.610,4565,4.650,14.287,15.001,14.237,13.981,13.837,12.791,12.293,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-174 d,8017703,K00518.03,Kepler-174 d,19 09 45.403,+43 49 55.52,195,2.220,8.924,247.350,0.340,89.950,SPC,207.000,,Mandel and Agol (2002 ApJ 580 171),364.161,1357.0,0.652,0.033,0.003,0.000,0.602,0.610,4565,4.650,14.287,15.001,14.237,13.981,13.837,12.791,12.293,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-175 b,8022244,K00519.01,Kepler-175 b,19 18 12.788,+43 52 34.24,802,2.500,4.257,11.904,0.550,88.240,Pinsonneault,18.500,,Mandel and Agol (2002 ApJ 580 171),178.340,640.0,0.104,0.024,9.500e-4,0.400,1.045,0.950,6029,4.500,14.939,15.408,14.889,14.737,14.685,13.773,13.487,13.496,YES,2014-02-26,2013-12-19 00:00:00
Kepler-175 c,8022244,K00519.02,Kepler-175 c,19 18 12.788,+43 52 34.24,566,2.600,6.748,34.035,0.340,89.380,Pinsonneault,37.000,,Mandel and Agol (2002 ApJ 580 171),134.423,729.0,0.209,0.025,9.800e-4,0.400,1.045,0.950,6029,4.500,14.939,15.408,14.889,14.737,14.685,13.773,13.487,13.496,YES,2014-02-26,2013-12-19 00:00:00
Kepler-176 b,8037145,K00520.02,Kepler-176 b,19 38 40.313,+43 51 11.74,861,1.400,2.430,5.433,0.730,86.520,Pinsonneault,12.200,,Mandel and Agol (2002 ApJ 580 171),138.374,274.0,0.055,0.016,0.001,13.700,0.770,0.790,5166,4.530,14.550,15.237,14.472,14.255,14.105,13.097,12.686,12.567,YES,2014-02-26,2014-06-10 00:00:00
Kepler-176 c,8037145,K00520.01,Kepler-176 c,19 38 40.313,+43 51 11.74,645,2.400,3.555,12.760,0.660,88.240,Pinsonneault,21.500,,Mandel and Agol (2002 ApJ 580 171),170.303,817.0,0.098,0.028,0.002,13.700,0.770,0.790,5166,4.530,14.550,15.237,14.472,14.255,14.105,13.097,12.686,12.567,YES,2014-02-26,2014-06-10 00:00:00
Kepler-176 d,8037145,K00520.03,Kepler-176 d,19 38 40.313,+43 51 11.74,511,2.700,2.855,25.751,0.903,88.240,Pinsonneault,34.000,,Mandel and Agol (2002 ApJ 580 171),136.461,784.0,0.156,0.032,0.002,13.700,0.770,0.790,5166,4.530,14.550,15.237,14.472,14.255,14.105,13.097,12.686,12.567,YES,2014-02-26,2014-06-10 00:00:00
Kepler-177 b,8806123,K00523.02,Kepler-177 b,19 04 11.309,+45 03 11.56,598,2.900,7.531,36.855,0.474,89.380,Pinsonneault,34.000,,Mandel and Agol (2002 ApJ 580 171),138.924,708.0,0.223,0.025,5.000e-4,1.800,1.090,1.070,6197,4.420,15.000,15.416,14.941,14.822,14.754,13.858,13.570,13.421,YES,2013-12-18,2013-12-19 00:00:00
Kepler-177 c,8806123,K00523.01,Kepler-177 c,19 04 11.309,+45 03 11.56,542,7.100,5.246,49.412,0.892,88.810,Pinsonneault,41.300,,Mandel and Agol (2002 ApJ 580 171),198.232,3183.0,0.271,0.061,8.100e-4,1.800,1.090,1.070,6197,4.420,15.000,15.416,14.941,14.822,14.754,13.858,13.570,13.421,YES,2013-12-18,2013-12-19 00:00:00
Kepler-178 b,9941859,K00528.01,Kepler-178 b,19 08 24.265,+46 53 47.33,880,2.900,3.383,9.577,0.480,88.810,Pinsonneault,19.500,,Mandel and Agol (2002 ApJ 580 171),176.681,716.0,0.085,0.025,0.002,11.300,0.890,1.050,5674,4.340,14.598,15.143,14.548,14.364,14.278,13.280,12.967,12.899,YES,2014-02-26,2014-06-10 00:00:00
Kepler-178 c,9941859,K00528.03,Kepler-178 c,19 08 24.265,+46 53 47.33,683,3.400,2.454,20.553,0.900,88.240,Pinsonneault,33.000,,Mandel and Agol (2002 ApJ 580 171),145.028,736.0,0.141,0.030,0.002,11.300,0.890,1.050,5674,4.340,14.598,15.143,14.548,14.364,14.278,13.280,12.967,12.899,YES,2014-02-26,2014-06-10 00:00:00
Kepler-178 d,9941859,K00528.02,Kepler-178 d,19 08 24.265,+46 53 47.33,407,3.600,5.984,96.672,0.720,89.380,Pinsonneault,91.000,,Mandel and Agol (2002 ApJ 580 171),140.193,999.0,0.397,0.031,0.002,11.300,0.890,1.050,5674,4.340,14.598,15.143,14.548,14.364,14.278,13.280,12.967,12.899,YES,2014-02-26,2014-06-10 00:00:00
Kepler-179 b,10554999,K00534.02,Kepler-179 b,19 54 39.294,+47 45 43.34,1056,1.700,2.024,2.736,0.800,83.080,Pinsonneault,6.600,,Mandel and Agol (2002 ApJ 580 171),171.096,428.0,0.036,0.021,0.002,0.600,0.842,0.738,5289,4.630,14.613,15.241,14.556,14.344,14.249,13.278,12.873,12.750,YES,2014-02-26,2013-12-19 00:00:00
Kepler-179 c,10554999,K00534.01,Kepler-179 c,19 54 39.294,+47 45 43.34,792,2.480,2.028,6.400,0.910,85.370,Pinsonneault,11.700,,Mandel and Agol (2002 ApJ 580 171),174.024,752.0,0.064,0.031,0.003,0.600,0.842,0.738,5289,4.630,14.613,15.241,14.556,14.344,14.249,13.278,12.873,12.750,YES,2014-02-26,2013-12-19 00:00:00
Kepler-18 b,8644288,K00137.03,Kepler-18 b,19 52 19.065,+44 44 46.75,1120,1.820,2.119,3.505,0.715,85.370,SME,9.200,,Mandel and Agol (2002 ApJ 580 171),133.504,303.0,0.044,0.017,3.800e-4,8.500,0.944,0.978,5385,4.430,13.549,14.160,13.479,13.287,13.187,12.189,11.873,11.756,YES,2013-03-05,2013-12-19 00:00:00
Kepler-18 c,8644288,K00137.01,Kepler-18 c,19 52 19.065,+44 44 46.75,858,4.750,3.453,7.642,0.509,88.240,SME,15.400,,Mandel and Agol (2002 ApJ 580 171),135.407,2292.0,0.075,0.045,6.000e-4,8.500,0.944,0.978,5385,4.430,13.549,14.160,13.479,13.287,13.187,12.189,11.873,11.756,YES,2013-03-05,2013-12-19 00:00:00
Kepler-18 d,8644288,K00137.02,Kepler-18 d,19 52 19.065,+44 44 46.75,690,6.010,3.629,14.859,0.725,88.240,SME,24.000,,Mandel and Agol (2002 ApJ 580 171),128.153,3249.0,0.116,0.056,7.700e-4,8.500,0.944,0.978,5385,4.430,13.549,14.160,13.479,13.287,13.187,12.189,11.873,11.756,YES,2013-03-05,2013-12-19 00:00:00
Kepler-180 b,11669239,K00542.02,Kepler-180 b,19 42 17.124,+49 46 28.48,779,1.520,3.690,13.818,0.490,88.810,Pinsonneault,25.400,,Mandel and Agol (2002 ApJ 580 171),135.029,210.0,0.109,0.013,6.100e-4,9.700,0.910,1.040,5730,4.370,14.350,14.887,14.306,14.120,14.043,13.057,12.696,12.685,YES,2014-02-26,2013-12-19 00:00:00
Kepler-180 c,11669239,K00542.01,Kepler-180 c,19 42 17.124,+49 46 28.48,538,2.600,6.158,41.886,0.024,89.950,Pinsonneault,53.200,,Mandel and Agol (2002 ApJ 580 171),178.690,663.0,0.229,0.023,4.000e-4,9.700,0.910,1.040,5730,4.370,14.350,14.887,14.306,14.120,14.043,13.057,12.696,12.685,YES,2014-02-26,2013-12-19 00:00:00
Kepler-181 b,11823054,K00543.02,Kepler-181 b,19 44 36.336,+50 05 44.92,1016,1.420,1.990,3.138,0.690,85.370,Pinsonneault,9.000,,Mandel and Agol (2002 ApJ 580 171),133.555,318.0,0.040,0.017,0.002,0.500,0.853,0.750,5325,4.620,14.707,15.325,14.645,14.442,14.328,13.364,12.948,12.876,YES,2014-02-26,2013-12-19 00:00:00
Kepler-181 c,11823054,K00543.01,Kepler-181 c,19 44 36.336,+50 05 44.92,918,2.290,2.015,4.302,0.770,85.940,Pinsonneault,11.200,,Mandel and Agol (2002 ApJ 580 171),173.437,773.0,0.049,0.028,0.003,0.500,0.853,0.750,5325,4.620,14.707,15.325,14.645,14.442,14.328,13.364,12.948,12.876,YES,2014-02-26,2013-12-19 00:00:00
Kepler-182 b,12058931,K00546.02,Kepler-182 b,19 19 19.226,+50 35 10.46,900,2.200,4.777,9.826,0.410,88.240,Pinsonneault,14.700,,Mandel and Agol (2002 ApJ 580 171),131.419,463.0,0.093,0.020,6.200e-4,0.500,1.100,1.010,6188,4.470,14.896,15.313,14.841,14.717,14.678,13.836,13.571,13.518,YES,2014-02-26,2013-12-19 00:00:00
Kepler-182 c,12058931,K00546.01,Kepler-182 c,19 19 19.226,+50 35 10.46,704,3.000,6.414,20.684,0.310,89.380,Pinsonneault,24.100,,Mandel and Agol (2002 ApJ 580 171),170.188,869.0,0.152,0.027,6.600e-4,0.500,1.100,1.010,6188,4.470,14.896,15.313,14.841,14.717,14.678,13.836,13.571,13.518,YES,2014-02-26,2013-12-19 00:00:00
Kepler-183 b,4270253,K00551.02,Kepler-183 b,19 34 07.405,+39 18 57.21,971,2.000,2.285,5.688,0.750,86.520,Pinsonneault,13.200,,Mandel and Agol (2002 ApJ 580 171),133.954,434.0,0.062,0.021,0.002,0.400,0.990,0.880,5835,4.540,14.943,15.452,14.876,14.725,14.648,13.726,13.384,13.308,YES,2014-02-26,2013-12-19 00:00:00
Kepler-183 c,4270253,K00551.01,Kepler-183 c,19 34 07.405,+39 18 57.21,764,2.250,3.339,11.637,0.640,88.240,Pinsonneault,21.200,,Mandel and Agol (2002 ApJ 580 171),178.844,590.0,0.100,0.023,0.002,0.400,0.990,0.880,5835,4.540,14.943,15.452,14.876,14.725,14.648,13.726,13.384,13.308,YES,2014-02-26,2013-12-19 00:00:00
Kepler-184 b,7445445,K00567.01,Kepler-184 b,19 27 48.457,+43 04 28.96,791,2.900,3.597,10.688,0.893,85.370,Pinsonneault,11.600,,Mandel and Agol (2002 ApJ 580 171),169.932,728.0,0.094,0.029,5.100e-4,1.700,0.970,0.890,5817,4.520,14.338,14.831,14.279,14.126,14.010,13.100,12.752,12.690,YES,2014-02-26,2013-12-19 00:00:00
Kepler-184 c,7445445,K00567.02,Kepler-184 c,19 27 48.457,+43 04 28.96,639,2.400,4.663,20.303,0.873,87.090,Pinsonneault,17.900,,Mandel and Agol (2002 ApJ 580 171),176.802,509.0,0.144,0.024,5.200e-4,1.700,0.970,0.890,5817,4.520,14.338,14.831,14.279,14.126,14.010,13.100,12.752,12.690,YES,2014-02-26,2013-12-19 00:00:00
Kepler-184 d,7445445,K00567.03,Kepler-184 d,19 27 48.457,+43 04 28.96,567,2.800,4.175,29.023,0.936,87.660,Pinsonneault,22.700,,Mandel and Agol (2002 ApJ 580 171),198.365,603.0,0.183,0.028,7.600e-4,1.700,0.970,0.890,5817,4.520,14.338,14.831,14.279,14.126,14.010,13.100,12.752,12.690,YES,2014-02-26,2013-12-19 00:00:00
Kepler-185 b,8008206,K00569.02,Kepler-185 b,18 49 52.346,+43 53 23.68,1271,1.280,1.602,1.633,0.810,80.210,Pinsonneault,4.900,,Mandel and Agol (2002 ApJ 580 171),134.549,218.0,0.025,0.015,0.002,11.900,0.773,0.780,5174,4.550,14.458,15.127,14.393,14.172,14.075,13.050,12.587,12.515,YES,2014-02-26,2013-12-19 00:00:00
Kepler-185 c,8008206,K00569.01,Kepler-185 c,18 49 52.346,+43 53 23.68,545,2.400,3.029,20.729,0.890,88.240,Pinsonneault,26.500,,Mandel and Agol (2002 ApJ 580 171),185.437,630.0,0.136,0.028,0.003,11.900,0.773,0.780,5174,4.550,14.458,15.127,14.393,14.172,14.075,13.050,12.587,12.515,YES,2014-02-26,2013-12-19 00:00:00
Kepler-186 b,8120608,K00571.03,Kepler-186 b,19 54 36.650,+43 57 18.08,643,1.380,1.978,3.887,0.884,83.650,Pinsonneault,7.800,,Mandel and Agol (2002 ApJ 580 171),133.329,510.0,0.040,0.024,7.100e-4,13.900,0.546,0.523,4031,4.740,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,YES,2014-02-26,2014-06-10 00:00:00
Kepler-186 c,8120608,K00571.01,Kepler-186 c,19 54 36.650,+43 57 18.08,525,1.640,2.495,7.267,0.880,85.940,Pinsonneault,11.900,,Mandel and Agol (2002 ApJ 580 171),174.313,720.0,0.060,0.029,8.200e-4,13.900,0.546,0.523,4031,4.740,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,YES,2014-02-26,2014-06-10 00:00:00
Kepler-186 d,8120608,K00571.02,Kepler-186 d,19 54 36.650,+43 57 18.08,429,1.810,2.992,13.343,0.890,87.090,Pinsonneault,17.800,,Mandel and Agol (2002 ApJ 580 171),176.902,866.0,0.090,0.032,9.400e-4,13.900,0.546,0.523,4031,4.740,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,YES,2014-02-26,2014-06-10 00:00:00
Kepler-186 e,8120608,K00571.04,Kepler-186 e,19 54 36.650,+43 57 18.08,361,1.660,3.551,22.408,0.887,88.240,Pinsonneault,25.200,,Mandel and Agol (2002 ApJ 580 171),153.800,730.0,0.127,0.029,8.900e-4,13.900,0.546,0.523,4031,4.740,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,YES,2014-02-26,2014-06-10 00:00:00
Kepler-186 f,8120608,K00571.05,Kepler-186 f,19 54 36.650,+43 57 18.08,179.5,1.020,5.410,129.943,0.300,89.900,q1_q16_stellar,178.000,8,mandel-agol_geometric_transit_model,176.837,490.2,0.393,0.020,0.053,,,0.460,3761,4.793,14.625,16.049,14.679,14.015,13.667,12.473,11.824,11.605,YES,2014-04-16,2014-06-10 00:00:00
Kepler-187 b,8193178,K00572.02,Kepler-187 b,19 59 11.148,+44 05 21.52,1183,1.360,4.494,4.939,0.720,83.080,Pinsonneault,6.020,,Mandel and Agol (2002 ApJ 580 171),135.945,123.0,0.057,0.011,4.600e-4,6.600,1.000,1.150,5973,4.320,14.173,14.669,14.129,13.960,13.853,12.956,12.615,12.566,YES,2014-02-26,2013-12-19 00:00:00
Kepler-187 c,8193178,K00572.01,Kepler-187 c,19 59 11.148,+44 05 21.52,916,2.700,5.449,10.640,0.771,85.370,Pinsonneault,10.030,,Mandel and Agol (2002 ApJ 580 171),179.775,454.0,0.095,0.021,3.300e-4,6.600,1.000,1.150,5973,4.320,14.173,14.669,14.129,13.960,13.853,12.956,12.615,12.566,YES,2014-02-26,2013-12-19 00:00:00
Kepler-188 b,8344004,K00573.02,Kepler-188 b,18 45 07.134,+44 18 55.90,1571,1.840,1.954,2.062,0.790,81.360,Pinsonneault,5.200,,Mandel and Agol (2002 ApJ 580 171),133.203,218.0,0.032,0.015,8.200e-4,5.800,1.010,1.120,6008,4.340,14.674,15.135,14.625,14.476,14.464,13.536,13.197,13.144,YES,2014-02-26,2013-12-19 00:00:00
Kepler-188 c,8344004,K00573.01,Kepler-188 c,18 45 07.134,+44 18 55.90,1102,3.200,3.286,5.997,0.690,86.520,Pinsonneault,10.600,,Mandel and Agol (2002 ApJ 580 171),172.503,710.0,0.065,0.026,0.001,5.800,1.010,1.120,6008,4.340,14.674,15.135,14.625,14.476,14.464,13.536,13.197,13.144,YES,2014-02-26,2013-12-19 00:00:00
Kepler-189 b,8355239,K00574.02,Kepler-189 b,19 10 15.535,+44 18 18.00,664,1.170,3.398,10.400,0.550,88.240,Pinsonneault,19.900,,Mandel and Agol (2002 ApJ 580 171),141.507,253.0,0.087,0.015,0.002,0.700,0.824,0.720,5220,4.630,14.859,15.515,14.790,14.579,14.462,13.408,12.941,12.921,YES,2014-02-26,2013-12-19 00:00:00
Kepler-189 c,8355239,K00574.01,Kepler-189 c,19 10 15.535,+44 18 18.00,531,2.530,3.672,20.135,0.720,88.810,Pinsonneault,31.000,,Mandel and Agol (2002 ApJ 580 171),171.365,1057.0,0.136,0.032,0.004,0.700,0.824,0.720,5220,4.630,14.859,15.515,14.790,14.579,14.462,13.408,12.941,12.921,YES,2014-02-26,2013-12-19 00:00:00
Kepler-19 b,2571238,K00084.01,Kepler-19 b,19 21 40.994,+37 51 06.48,781,2.530,3.541,9.287,0.814,86.520,SME,12.600,,Mandel and Agol (2002 ApJ 580 171),135.992,696.0,0.084,0.027,3.000e-4,4.000,0.906,0.857,5541,4.530,11.898,12.376,11.851,11.694,11.612,10.719,10.375,10.318,YES,2013-03-05,2013-12-19 00:00:00
Kepler-19 c,2571238,,Kepler-19 c,19 21 40.994,+37 51 06.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,2013-04-30,
Kepler-190 b,8616637,K00579.01,Kepler-190 b,19 14 20.171,+44 44 01.68,1157,1.510,1.849,2.020,0.770,82.510,Pinsonneault,5.700,,Mandel and Agol (2002 ApJ 580 171),170.068,342.0,0.029,0.019,8.900e-4,4.800,0.802,0.740,5194,4.610,14.137,14.787,14.064,13.858,13.745,12.728,12.279,12.231,YES,2014-02-26,2013-12-19 00:00:00
Kepler-190 c,8616637,K00579.02,Kepler-190 c,19 14 20.171,+44 44 01.68,939,1.700,1.595,3.763,0.904,84.220,Pinsonneault,8.600,,Mandel and Agol (2002 ApJ 580 171),132.596,351.0,0.044,0.021,0.001,4.800,0.802,0.740,5194,4.610,14.137,14.787,14.064,13.858,13.745,12.728,12.279,12.231,YES,2014-02-26,2013-12-19 00:00:00
Kepler-191 b,9020160,K00582.03,Kepler-191 b,19 24 44.011,+45 19 23.41,676,1.380,2.948,9.940,0.670,88.240,Pinsonneault,19.700,,Mandel and Agol (2002 ApJ 580 171),131.587,318.0,0.085,0.017,0.001,0.900,0.828,0.730,5235,4.630,14.808,15.460,14.731,14.529,14.408,13.420,12.959,12.883,YES,2014-02-26,2013-12-19 00:00:00
Kepler-191 c,9020160,K00582.02,Kepler-191 c,19 24 44.011,+45 19 23.41,558,2.020,2.833,17.739,0.830,88.240,Pinsonneault,29.000,,Mandel and Agol (2002 ApJ 580 171),148.986,598.0,0.125,0.025,0.002,0.900,0.828,0.730,5235,4.630,14.808,15.460,14.731,14.529,14.408,13.420,12.959,12.883,YES,2014-02-26,2013-12-19 00:00:00
Kepler-192 b,9146018,K00584.01,Kepler-192 b,19 11 40.298,+45 35 34.33,739,2.290,3.858,9.927,0.674,87.660,Pinsonneault,15.200,,Mandel and Agol (2002 ApJ 580 171),175.686,731.0,0.087,0.026,7.000e-4,0.500,0.905,0.800,5524,4.590,14.129,14.663,14.064,13.899,13.814,12.892,12.512,12.427,YES,2014-02-26,2013-12-19 00:00:00
Kepler-192 c,9146018,K00584.02,Kepler-192 c,19 11 40.298,+45 35 34.33,572,2.080,4.785,21.223,0.702,88.240,Pinsonneault,25.300,,Mandel and Agol (2002 ApJ 580 171),170.374,594.0,0.145,0.024,6.800e-4,0.500,0.905,0.800,5524,4.590,14.129,14.663,14.064,13.899,13.814,12.892,12.512,12.427,YES,2014-02-26,2013-12-19 00:00:00
Kepler-193 b,9782691,K00590.01,Kepler-193 b,19 45 59.663,+46 34 38.06,888,2.460,3.810,11.389,0.827,86.520,Pinsonneault,13.700,,Mandel and Agol (2002 ApJ 580 171),174.550,429.0,0.104,0.021,6.700e-4,0.300,1.139,1.060,6306,4.440,14.615,15.013,14.568,14.444,14.431,13.539,13.242,13.218,YES,2014-02-26,2014-06-10 00:00:00
Kepler-193 c,9782691,K00590.02,Kepler-193 c,19 45 59.663,+46 34 38.06,541,2.960,6.242,50.699,0.833,88.810,Pinsonneault,37.000,,Mandel and Agol (2002 ApJ 580 171),141.318,616.0,0.280,0.026,7.800e-4,0.300,1.139,1.060,6306,4.440,14.615,15.013,14.568,14.444,14.431,13.539,13.242,13.218,YES,2014-02-26,2014-06-10 00:00:00
