Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
Kepler-194 c,10600261,K00597.01,Kepler-194 c,19 27 53.145,+47 51 51.01,752,2.65,5.012,17.307,0.34,89.38,Pinsonneault,25.5,,Mandel and Agol (2002 ApJ 580 171),176.982,640,0.133,0.023,0.00056,2.5,1.053,1.04,6107,4.43,14.915,15.369,14.872,14.721,14.63,13.78,13.45,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-194 d,10600261,K00597.03,Kepler-194 d,19 27 53.145,+47 51 51.01,518,2.43,7.277,52.815,0.33,89.38,Pinsonneault,54,,Mandel and Agol (2002 ApJ 580 171),164.906,540,0.28,0.021,0.0007,2.5,1.053,1.04,6107,4.43,14.915,15.369,14.872,14.721,14.63,13.78,13.45,13.512,YES,2014-02-26,2014-06-10 00:00:00
Kepler-195 b,10656823,K00598.01,Kepler-195 b,19 12 29.033,+47 58 00.02,730,2.41,3.444,8.308,0.89,84.8,Pinsonneault,9.6,,Mandel and Agol (2002 ApJ 580 171),171.172,743,0.076,0.03,0.00053,0.7,0.843,0.74,5296,4.62,14.813,15.434,14.75,14.546,14.466,13.531,13.055,12.959,YES,2014-02-26,2013-12-19 00:00:00
Kepler-195 c,10656823,K00598.02,Kepler-195 c,19 12 29.033,+47 58 00.02,456,1.85,4.403,34.096,0.935,87.66,Pinsonneault,24.6,,Mandel and Agol (2002 ApJ 580 171),153.822,390,0.195,0.023,0.00094,0.7,0.843,0.74,5296,4.62,14.813,15.434,14.75,14.546,14.466,13.531,13.055,12.959,YES,2014-02-26,2013-12-19 00:00:00
Kepler-196 b,6587002,K00612.01,Kepler-196 b,18 59 52.441,+42 04 45.12,569,2.1,3.082,20.74,0.64,89.38,Pinsonneault,41,,Mandel and Agol (2002 ApJ 580 171),173.217,610,0.136,0.024,0.003,14,0.783,0.83,5231,4.5,14.157,14.824,14.082,13.871,13.77,12.752,12.3,12.235,YES,2014-02-26,2014-06-10 00:00:00
Kepler-196 c,6587002,K00612.02,Kepler-196 c,18 59 52.441,+42 04 45.12,432,2.3,5.06,47.427,0.25,89.95,Pinsonneault,71,,Mandel and Agol (2002 ApJ 580 171),216.561,833,0.236,0.026,0.003,14,0.783,0.83,5231,4.5,14.157,14.824,14.082,13.871,13.77,12.752,12.3,12.235,YES,2014-02-26,2014-06-10 00:00:00
Kepler-197 b,12068975,K00623.03,Kepler-197 b,19 40 54.346,+50 33 32.32,1157,1.18,3.841,5.599,0.842,82.51,SPC,6.26,,Mandel and Agol (2002 ApJ 580 171),171.471,80,0.059,0.009,0.00015,11.7,0.864,1.18,5877,4.23,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 c,12068975,K00623.01,Kepler-197 c,19 40 54.346,+50 33 32.32,942,1.4,4.312,10.35,0.872,84.8,SPC,9.43,,Mandel and Agol (2002 ApJ 580 171),174.066,109,0.089,0.011,0.00018,11.7,0.864,1.18,5877,4.23,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 d,12068975,K00623.02,Kepler-197 d,19 40 54.346,+50 33 32.32,822,1.36,5.409,15.678,0.841,85.94,SPC,12.43,,Mandel and Agol (2002 ApJ 580 171),179.47,107,0.117,0.011,0.00018,11.7,0.864,1.18,5877,4.23,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-197 e,12068975,K00623.04,Kepler-197 e,19 40 54.346,+50 33 32.32,703,1.12,6.469,25.21,0.831,87.09,SPC,17.07,,Mandel and Agol (2002 ApJ 580 171),154.416,73,0.16,0.009,0.00025,11.7,0.864,1.18,5877,4.23,11.811,12.104,11.775,11.685,11.677,10.814,10.577,10.535,YES,2014-02-26,2013-12-19 00:00:00
Kepler-198 b,3541946,K00624.01,Kepler-198 b,19 22 41.550,+38 41 27.64,643,2.37,4.458,17.79,0.05,89.95,Pinsonneault,31.2,,Mandel and Agol (2002 ApJ 580 171),182.445,788,0.131,0.026,0.00041,0.4,0.958,0.85,5725,4.56,13.597,14.081,13.543,13.39,13.346,12.421,12.067,12.027,YES,2014-02-26,2013-12-19 00:00:00
Kepler-198 c,3541946,K00624.02,Kepler-198 c,19 22 41.550,+38 41 27.64,457,2.63,3.749,49.567,0.826,89.38,Pinsonneault,62,,Mandel and Agol (2002 ApJ 580 171),169.547,756,0.26,0.028,0.00064,0.4,0.958,0.85,5725,4.56,13.597,14.081,13.543,13.39,13.346,12.421,12.067,12.027,YES,2014-02-26,2013-12-19 00:00:00
Kepler-199 b,5113822,K00638.01,Kepler-199 b,19 42 14.260,+40 14 10.58,709,3.8,5.051,23.637,0.029,89.95,Pinsonneault,36.8,,Mandel and Agol (2002 ApJ 580 171),172.654,1058,0.161,0.03,0.00021,6.7,1.003,1.16,5980,4.31,13.595,14.066,13.55,13.394,13.333,12.449,12.101,12.083,YES,2014-02-26,2014-06-10 00:00:00
Kepler-199 c,5113822,K00638.02,Kepler-199 c,19 42 14.260,+40 14 10.58,500,3.9,6.903,67.094,0.276,89.95,Pinsonneault,73.8,,Mandel and Agol (2002 ApJ 580 171),146.566,1144,0.324,0.031,0.00031,6.7,1.003,1.16,5980,4.31,13.595,14.066,13.55,13.394,13.333,12.449,12.101,12.083,YES,2014-02-26,2014-06-10 00:00:00
Kepler-2 b,10666592,K00002.01,HAT-P-7 b,19 28 59.348,+47 58 10.28,2303,22.3,3.877,2.205,0.128,88.24,SPC,4.681,,Mandel and Agol (2002 ApJ 580 171),121.358,6713,0.039,0.075,0.00002,1.98,1.66,2.71,6264,3.79,10.463,10.935,10.49,,,9.555,9.344,9.334,YES,2013-03-05,2013-12-19 00:00:00
Kepler-20 b,6850504,K00070.02,Kepler-20 b,19 10 47.520,+42 20 19.38,1097,1.97,2.497,3.696,0.7,85.37,SME,8.42,,Mandel and Agol (2002 ApJ 580 171),134.501,387,0.045,0.019,0.00018,9.3,0.901,0.939,5443,4.45,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 c,6850504,K00070.01,Kepler-20 c,19 10 47.520,+42 20 19.38,763,3.17,3.823,10.854,0.656,87.66,SME,17.3,,Mandel and Agol (2002 ApJ 580 171),138.608,1028,0.093,0.031,0.00026,9.3,0.901,0.939,5443,4.45,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 d,6850504,K00070.03,Kepler-20 d,19 10 47.520,+42 20 19.38,397,2.84,7.355,77.612,0.651,89.38,SME,64.1,,Mandel and Agol (2002 ApJ 580 171),164.728,825,0.344,0.028,0.00027,9.3,0.901,0.939,5443,4.45,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 e,6850504,K00070.04,Kepler-20 e,19 10 47.520,+42 20 19.38,927,0.91,2.772,6.098,0.729,86.52,SME,11.8,,Mandel and Agol (2002 ApJ 580 171),135.934,80,0.063,0.009,0.00025,9.3,0.901,0.939,5443,4.45,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-20 f,6850504,K00070.05,Kepler-20 f,19 10 47.520,+42 20 19.38,629,1.03,3.455,19.577,0.819,88.24,SME,25.6,,Mandel and Agol (2002 ApJ 580 171),135.214,94,0.137,0.01,0.00036,9.3,0.901,0.939,5443,4.45,12.498,12.997,12.423,12.284,12.209,11.252,10.91,10.871,YES,2013-03-05,2014-06-10 00:00:00
Kepler-200 b,5941160,K00654.01,Kepler-200 b,18 57 38.379,+41 14 14.86,1045,2.54,3.192,8.595,0.71,87.09,Pinsonneault,15,,Mandel and Agol (2002 ApJ 580 171),171.63,340,0.083,0.018,0.001,6.3,1.042,1.28,6034,4.24,13.984,14.441,13.944,13.789,13.746,12.871,12.58,12.455,YES,2014-02-26,2013-12-19 00:00:00
Kepler-200 c,5941160,K00654.02,Kepler-200 c,18 57 38.379,+41 14 14.86,987,2.9,1.355,10.222,0.978,86.52,Pinsonneault,16.9,,Mandel and Agol (2002 ApJ 580 171),135.892,276,0.093,0.021,0.004,6.3,1.042,1.28,6034,4.24,13.984,14.441,13.944,13.789,13.746,12.871,12.58,12.455,YES,2014-02-26,2013-12-19 00:00:00
Kepler-201 b,5966154,K00655.01,Kepler-201 b,19 34 30.249,+41 16 22.15,710,2.77,5.894,25.672,0.84,87.66,SPC,19.3,,Mandel and Agol (2002 ApJ 580 171),192.097,390,0.18,0.02,0.00024,2.9,1.177,1.24,6133,4.32,13.004,13.312,12.958,12.872,12.868,12.037,11.784,11.737,YES,2014-02-26,2014-06-10 00:00:00
Kepler-201 c,5966154,K00655.02,Kepler-201 c,19 34 30.249,+41 16 22.15,393,2.55,12.063,151.886,0.78,89.38,SPC,63.1,,Mandel and Agol (2002 ApJ 580 171),176.41,348,0.588,0.019,0.00034,2.9,1.177,1.24,6133,4.32,13.004,13.312,12.958,12.872,12.868,12.037,11.784,11.737,YES,2014-02-26,2014-06-10 00:00:00
Kepler-202 b,6020753,K00657.01,Kepler-202 b,18 51 53.621,+41 19 19.24,813,1.61,2.09,4.069,0.63,87.09,Pinsonneault,12,,Mandel and Agol (2002 ApJ 580 171),171.018,548,0.044,0.022,0.002,13.4,0.683,0.659,4763,4.63,13.872,14.701,13.801,13.517,13.362,12.255,11.733,11.639,YES,2014-02-26,2013-12-19 00:00:00
Kepler-202 c,6020753,K00657.02,Kepler-202 c,18 51 53.621,+41 19 19.24,512,2.05,2.935,16.282,0.74,88.81,Pinsonneault,30.2,,Mandel and Agol (2002 ApJ 580 171),180.796,816,0.111,0.029,0.002,13.4,0.683,0.659,4763,4.63,13.872,14.701,13.801,13.517,13.362,12.255,11.733,11.639,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 b,6062088,K00658.01,Kepler-203 b,19 48 21.599,+41 23 16.91,1217,2.1,1.935,3.163,0.54,87.09,Pinsonneault,10.9,,Mandel and Agol (2002 ApJ 580 171),169.641,502,0.042,0.021,0.00069,0.5,1.01,0.91,5924,4.52,13.989,14.456,13.924,13.789,13.697,12.859,12.47,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 c,6062088,K00658.02,Kepler-203 c,19 48 21.599,+41 23 16.91,1018,2.1,2.091,5.371,0.65,87.66,Pinsonneault,15.5,,Mandel and Agol (2002 ApJ 580 171),172.237,478,0.06,0.021,0.0007,0.5,1.01,0.91,5924,4.52,13.989,14.456,13.924,13.789,13.697,12.859,12.47,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-203 d,6062088,K00658.03,Kepler-203 d,19 48 21.599,+41 23 16.91,793,1.18,3.445,11.33,0.02,89.95,Pinsonneault,25,,Mandel and Agol (2002 ApJ 580 171),133.975,172,0.099,0.012,0.00055,0.5,1.01,0.91,5924,4.52,13.989,14.456,13.924,13.789,13.697,12.859,12.47,12.445,YES,2014-02-26,2013-12-19 00:00:00
Kepler-204 b,6347299,K00661.01,Kepler-204 b,19 01 23.328,+41 45 42.92,810,2.2,3.895,14.401,0.62,88.24,Pinsonneault,22.8,,Mandel and Agol (2002 ApJ 580 171),174.986,397,0.118,0.019,0.001,3.3,1.05,1.07,6098,4.4,13.909,14.324,13.852,13.731,13.646,12.846,12.486,12.481,YES,2014-02-26,2013-12-19 00:00:00
Kepler-204 c,6347299,K00661.02,Kepler-204 c,19 01 23.328,+41 45 42.92,669,1.47,4.73,25.66,0.61,88.81,Pinsonneault,33,,Mandel and Agol (2002 ApJ 580 171),155.168,171,0.173,0.013,0.00091,3.3,1.05,1.07,6098,4.4,13.909,14.324,13.852,13.731,13.646,12.846,12.486,12.481,YES,2014-02-26,2013-12-19 00:00:00
Kepler-205 b,6425957,K00663.01,Kepler-205 b,19 01 08.906,+41 51 40.22,795,1.49,1.938,2.756,0.82,83.08,Pinsonneault,6.8,,Mandel and Agol (2002 ApJ 580 171),170.846,544,0.032,0.024,0.001,13.9,0.592,0.562,4303,4.71,13.506,14.649,13.469,13.016,12.748,11.608,10.962,10.833,YES,2014-02-26,2013-12-19 00:00:00
Kepler-205 c,6425957,K00663.02,Kepler-205 c,19 01 08.906,+41 51 40.22,407,1.85,2.973,20.307,0.904,88.24,Pinsonneault,26,,Mandel and Agol (2002 ApJ 580 171),172.656,700,0.122,0.03,0.001,13.9,0.592,0.562,4303,4.71,13.506,14.649,13.469,13.016,12.748,11.608,10.962,10.833,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 b,6442340,K00664.02,Kepler-206 b,19 26 32.322,+41 50 01.89,1071,1.29,4.109,7.782,0.58,87.09,Pinsonneault,12,,Mandel and Agol (2002 ApJ 580 171),133.582,96,0.077,0.009,0.00039,7,1.021,1.27,5986,4.24,13.484,13.944,13.433,13.287,13.214,12.33,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 c,6442340,K00664.01,Kepler-206 c,19 26 32.322,+41 50 01.89,896,1.98,4.797,13.137,0.61,87.66,Pinsonneault,17,,Mandel and Agol (2002 ApJ 580 171),170.228,225,0.11,0.014,0.00039,7,1.021,1.27,5986,4.24,13.484,13.944,13.433,13.287,13.214,12.33,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-206 d,6442340,K00664.03,Kepler-206 d,19 26 32.322,+41 50 01.89,740,1.3,6.234,23.442,0.51,88.81,Pinsonneault,25,,Mandel and Agol (2002 ApJ 580 171),152.03,99,0.161,0.009,0.00048,7,1.021,1.27,5986,4.24,13.484,13.944,13.433,13.287,13.214,12.33,12.048,12.001,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 b,6685609,K00665.02,Kepler-207 b,19 20 07.324,+42 09 57.78,1709,1.17,3.183,1.612,0.692,76.2,Pinsonneault,2.96,,Mandel and Agol (2002 ApJ 580 171),133.571,101,0.027,0.01,0.00019,4.1,1.04,1.1,6080,4.37,13.182,13.594,13.129,13.005,12.982,12.1,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 c,6685609,K00665.03,Kepler-207 c,19 20 07.324,+42 09 57.78,1371,1.11,4.081,3.072,0.641,81.93,Pinsonneault,4.55,,Mandel and Agol (2002 ApJ 580 171),133.302,92,0.042,0.009,0.00023,4.1,1.04,1.1,6080,4.37,13.182,13.594,13.129,13.005,12.982,12.1,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-207 d,6685609,K00665.01,Kepler-207 d,19 20 07.324,+42 09 57.78,1102,2.5,4.137,5.868,0.795,83.65,Pinsonneault,7,,Mandel and Agol (2002 ApJ 580 171),170.324,436,0.065,0.021,0.00017,4.1,1.04,1.1,6080,4.37,13.182,13.594,13.129,13.005,12.982,12.1,11.841,11.805,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 b,7040629,K00671.01,Kepler-208 b,19 35 33.648,+42 31 40.68,1126,1.43,3.524,4.229,0.802,81.93,J-K,5.75,,Mandel and Agol (2002 ApJ 580 171),170.737,162,0.051,0.013,0.00034,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.21,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 c,7040629,K00671.02,Kepler-208 c,19 35 33.648,+42 31 40.68,934,1.23,4.076,7.466,0.817,84.22,J-K,8.39,,Mandel and Agol (2002 ApJ 580 171),132.788,117,0.074,0.012,0.00041,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.21,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 d,7040629,K00671.04,Kepler-208 d,19 35 33.648,+42 31 40.68,820,1.17,4.557,11.132,0.825,85.94,J-K,11,,Mandel and Agol (2002 ApJ 580 171),134.436,104,0.096,0.011,0.00048,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.21,YES,2014-02-26,2013-12-19 00:00:00
Kepler-208 e,7040629,K00671.03,Kepler-208 e,19 35 33.648,+42 31 40.68,722,1.45,4.27,16.259,0.891,86.52,J-K,14.1,,Mandel and Agol (2002 ApJ 580 171),144.535,139,0.124,0.014,0.00058,,0.963,0.972,5845,4.446,13.749,14.302,13.699,13.511,,12.547,12.309,12.21,YES,2014-02-26,2013-12-19 00:00:00
Kepler-209 b,7115785,K00672.01,Kepler-209 b,19 24 40.686,+42 38 26.91,697,3.32,3.826,16.088,0.969,85.37,SPC,11.35,,Mandel and Agol (2002 ApJ 580 171),172.813,619,0.122,0.031,0.00071,9.3,0.931,1,5524,4.41,13.998,14.536,13.944,13.768,13.685,12.797,12.432,12.362,YES,2014-02-26,2013-12-19 00:00:00
Kepler-209 c,7115785,K00672.02,Kepler-209 c,19 24 40.686,+42 38 26.91,507,4.03,6.703,41.75,0.934,87.66,SPC,21.43,,Mandel and Agol (2002 ApJ 580 171),153.839,1058,0.23,0.037,0.00034,9.3,0.931,1,5524,4.41,13.998,14.536,13.944,13.768,13.685,12.797,12.432,12.362,YES,2014-02-26,2013-12-19 00:00:00
Kepler-21 b,3632418,K00975.01,Kepler-21 b,19 09 26.836,+38 42 50.46,1863,1.72,3.411,2.786,0.181,88.24,SME,6.21,,Mandel and Agol (2002 ApJ 580 171),260.837,72,0.043,0.008,0.0001,3.35,1.36,2.04,6131,3.95,8.224,8.738,8.259,,,7.229,7.031,6.945,YES,2013-03-05,2013-12-19 00:00:00
Kepler-210 b,7447200,K00676.02,Kepler-210 b,19 30 00.813,+43 04 59.34,839,2.56,1.74,2.453,0.705,85.37,SPC,8.3,,Mandel and Agol (2002 ApJ 580 171),170.891,1761,0.03,0.041,0.001,9.6,0.612,0.569,4367,4.71,13.822,14.874,13.756,13.371,13.142,11.992,11.449,11.313,YES,2014-02-26,2013-12-19 00:00:00
Kepler-210 c,7447200,K00676.01,Kepler-210 c,19 30 00.813,+43 04 59.34,566,3.3,2.944,7.973,0.58,88.24,SPC,18.2,,Mandel and Agol (2002 ApJ 580 171),171.583,3220,0.066,0.053,0.002,9.6,0.612,0.569,4367,4.71,13.822,14.874,13.756,13.371,13.142,11.992,11.449,11.313,YES,2014-02-26,2013-12-19 00:00:00
Kepler-211 b,7509886,K00678.02,Kepler-211 b,19 01 45.396,+43 10 06.53,1364,3.52,2.418,4.139,0.928,80.21,Pinsonneault,5.56,,Mandel and Agol (2002 ApJ 580 171),132.016,253,0.049,0.018,0.00042,13.9,0.914,1.75,5174,3.91,13.283,13.953,13.217,12.997,12.888,11.927,11.488,11.447,YES,2014-02-26,2013-12-19 00:00:00
Kepler-211 c,7509886,K00678.01,Kepler-211 c,19 01 45.396,+43 10 06.53,1203,3.82,2.397,6.04,0.951,82.51,Pinsonneault,7.1,,Mandel and Agol (2002 ApJ 580 171),172.594,272,0.063,0.02,0.00051,13.9,0.914,1.75,5174,3.91,13.283,13.953,13.217,12.997,12.888,11.927,11.488,11.447,YES,2014-02-26,2013-12-19 00:00:00
Kepler-212 b,7515212,K00679.02,Kepler-212 b,19 10 28.997,+43 08 29.93,774,0.94,7.386,16.258,0.869,84.22,SPC,8.6,,Mandel and Agol (2002 ApJ 580 171),139.635,47,0.132,0.007,0.00051,2.5,1.166,1.16,5913,4.37,13.178,13.504,13.111,13.038,,11.931,11.699,11.62,YES,2014-02-26,2013-12-19 00:00:00
Kepler-212 c,7515212,K00679.01,Kepler-212 c,19 10 28.997,+43 08 29.93,618,2.61,9.187,31.805,0.885,85.94,SPC,13.5,,Mandel and Agol (2002 ApJ 580 171),190.247,366,0.207,0.021,0.00028,2.5,1.166,1.16,5913,4.37,13.178,13.504,13.111,13.038,,11.931,11.699,11.62,YES,2014-02-26,2013-12-19 00:00:00
Kepler-213 b,8557374,K00692.01,Kepler-213 b,19 23 17.805,+44 38 49.84,1276,1.14,1.82,2.462,0.14,89.38,Pinsonneault,10.4,,Mandel and Agol (2002 ApJ 580 171),171.841,177,0.035,0.012,0.0005,0.4,0.976,0.87,5806,4.55,13.648,14.093,13.577,13.457,13.408,12.477,12.17,12.122,YES,2014-02-26,2013-12-19 00:00:00
Kepler-213 c,8557374,K00692.02,Kepler-213 c,19 23 17.805,+44 38 49.84,1018,2.1,0.883,4.823,0.945,86.52,Pinsonneault,16.2,,Mandel and Agol (2002 ApJ 580 171),134.437,360,0.055,0.022,0.001,0.4,0.976,0.87,5806,4.55,13.648,14.093,13.577,13.457,13.408,12.477,12.17,12.122,YES,2014-02-26,2013-12-19 00:00:00
Kepler-214 b,8738735,K00693.02,Kepler-214 b,18 59 01.164,+44 57 21.72,812,2.16,7.101,15.66,0.502,88.24,Pinsonneault,14.9,,Mandel and Agol (2002 ApJ 580 171),146.353,383,0.128,0.018,0.00023,0.23,1.15,1.07,6352,4.44,13.949,14.293,13.907,13.802,13.775,12.941,12.678,12.607,YES,2014-02-26,2013-12-19 00:00:00
Kepler-214 c,8738735,K00693.01,Kepler-214 c,18 59 01.164,+44 57 21.72,661,2.04,7.682,28.78,0.65,88.24,Pinsonneault,22.4,,Mandel and Agol (2002 ApJ 580 171),193.307,323,0.193,0.017,0.00031,0.23,1.15,1.07,6352,4.44,13.949,14.293,13.907,13.802,13.775,12.941,12.678,12.607,YES,2014-02-26,2013-12-19 00:00:00
Kepler-215 b,8962094,K00700.02,Kepler-215 b,19 39 53.643,+45 12 49.29,920,1.71,3.171,9.361,0.288,89.38,Pinsonneault,21.948,,Mandel and Agol (2002 ApJ 580 171),171.976,253,0.086,0.015,0.00012,6.4,0.977,1.07,5922,4.37,13.58,14.045,13.541,13.38,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 c,8962094,K00700.03,Kepler-215 c,19 39 53.643,+45 12 49.29,792,1.57,3.749,14.667,0.214,89.38,Pinsonneault,29.609,,Mandel and Agol (2002 ApJ 580 171),145.418,215,0.116,0.013,0.001,6.4,0.977,1.07,5922,4.37,13.58,14.045,13.541,13.38,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 d,8962094,K00700.01,Kepler-215 d,19 39 53.643,+45 12 49.29,617,2.82,2.855,30.864,0.838,88.81,Pinsonneault,48.621,,Mandel and Agol (2002 ApJ 580 171),172.934,545,0.191,0.024,0.00005,6.4,0.977,1.07,5922,4.37,13.58,14.045,13.541,13.38,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-215 e,8962094,K00700.04,Kepler-215 e,19 39 53.643,+45 12 49.29,474,1.8,5.631,68.16,0.49,89.38,Pinsonneault,82.454,,Mandel and Agol (2002 ApJ 580 171),187.038,281,0.324,0.016,0.008,6.4,0.977,1.07,5922,4.37,13.58,14.045,13.541,13.38,13.298,12.417,12.065,11.996,YES,2014-02-26,2014-06-10 00:00:00
Kepler-216 b,9530945,K00708.02,Kepler-216 b,19 34 54.734,+46 07 44.94,1008,1.96,4.974,7.693,0.747,84.8,Pinsonneault,8.21,,Mandel and Agol (2002 ApJ 580 171),176.509,298,0.079,0.017,0.00025,0.28,1.129,1.05,6278,4.45,13.998,14.372,13.948,13.837,13.79,12.956,12.695,12.621,YES,2014-02-26,2013-12-19 00:00:00
Kepler-216 c,9530945,K00708.01,Kepler-216 c,19 34 54.734,+46 07 44.94,766,2.73,7.025,17.407,0.702,87.09,Pinsonneault,14.14,,Mandel and Agol (2002 ApJ 580 171),171.007,596,0.137,0.024,0.00021,0.28,1.129,1.05,6278,4.45,13.998,14.372,13.948,13.837,13.79,12.956,12.695,12.621,YES,2014-02-26,2013-12-19 00:00:00
Kepler-217 b,9590976,K00710.01,Kepler-217 b,19 32 09.060,+46 16 39.07,1320,2.3,4.014,5.375,0.869,80.79,J-K,5.46,,Mandel and Agol (2002 ApJ 580 171),170.951,190,0.067,0.016,0.00027,,1.383,1.356,6653,4.314,13.294,13.683,13.237,13.128,,12.319,12.176,12.103,YES,2014-02-26,2013-12-19 00:00:00
Kepler-217 c,9590976,K00710.02,Kepler-217 c,19 32 09.060,+46 16 39.07,1133,1.83,3.697,8.586,0.922,83.08,J-K,7.46,,Mandel and Agol (2002 ApJ 580 171),137.958,102,0.091,0.012,0.00051,,1.383,1.356,6653,4.314,13.294,13.683,13.237,13.128,,12.319,12.176,12.103,YES,2014-02-26,2013-12-19 00:00:00
Kepler-218 b,9597345,K00711.02,Kepler-218 b,19 41 39.075,+46 15 59.30,1164,1.5,3.176,3.619,0.37,87.66,SME,8.2,,Mandel and Agol (2002 ApJ 580 171),135.438,202,0.046,0.013,0.00034,6.3,1.019,1.059,5502,4.396,13.967,14.507,13.891,13.735,13.652,12.732,12.386,12.311,YES,2014-02-26,2014-06-10 00:00:00
Kepler-218 c,9597345,K00711.01,Kepler-218 c,19 41 39.075,+46 15 59.30,501,3.19,6.385,44.699,0.617,89.38,SME,44,,Mandel and Agol (2002 ApJ 580 171),174.825,836,0.248,0.028,0.00059,6.3,1.019,1.059,5502,4.396,13.967,14.507,13.891,13.735,13.652,12.732,12.386,12.311,YES,2014-02-26,2014-06-10 00:00:00
Kepler-219 b,9884104,K00718.01,Kepler-219 b,19 14 57.356,+46 45 45.22,1225,2.58,3.322,4.586,0.35,88.24,SPC,10.1,,Mandel and Agol (2002 ApJ 580 171),169.858,383,0.057,0.018,0.00039,4,1.171,1.31,5788,4.27,13.764,14.174,13.692,13.588,13.537,12.678,12.4,12.389,YES,2014-02-26,2013-12-19 00:00:00
Kepler-219 c,9884104,K00718.02,Kepler-219 c,19 14 57.356,+46 45 45.22,718,3.07,5.771,22.715,0.3,89.38,SPC,29.4,,Mandel and Agol (2002 ApJ 580 171),147.295,549,0.166,0.021,0.00047,4,1.171,1.31,5788,4.27,13.764,14.174,13.692,13.588,13.537,12.678,12.4,12.389,YES,2014-02-26,2013-12-19 00:00:00
Kepler-219 d,9884104,K00718.03,Kepler-219 d,19 14 57.356,+46 45 45.22,561,2.67,5.712,47.904,0.684,89.38,SPC,48,,Mandel and Agol (2002 ApJ 580 171),141.979,366,0.272,0.019,0.00057,4,1.171,1.31,5788,4.27,13.764,14.174,13.692,13.588,13.537,12.678,12.4,12.389,YES,2014-02-26,2013-12-19 00:00:00
Kepler-22 b,10593626,K00087.01,Kepler-22 b,19 16 52.200,+47 53 04.06,250,2.1,7.399,289.862,0.81,89.95,SME,186,,Mandel and Agol (2002 ApJ 580 171),133.698,490,0.805,0.023,0.002,9.9,0.828,0.85,5510,4.5,11.664,12.098,11.627,11.478,11.448,10.523,10.211,10.152,YES,2013-03-05,2014-06-10 00:00:00
Kepler-220 b,9950612,K00719.04,Kepler-220 b,19 26 01.480,+46 53 44.67,789,0.81,1.453,4.16,0.09,89.95,SPC,22,,Mandel and Agol (2002 ApJ 580 171),133.784,161,0.045,0.011,0.001,6,0.717,0.655,4689,4.66,13.177,13.823,13.125,12.899,,11.206,10.672,10.55,YES,2014-02-26,2013-12-19 00:00:00
Kepler-220 c,9950612,K00719.01,Kepler-220 c,19 26 01.480,+46 53 44.67,607,1.64,1.511,9.034,0.63,88.81,SPC,37,,Mandel and Agol (2002 ApJ 580 171),171.014,578,0.076,0.023,0.002,6,0.717,0.655,4689,4.66,13.177,13.823,13.125,12.899,,11.206,10.672,10.55,YES,2014-02-26,2013-12-19 00:00:00
